t,type,op,id,kind,source,target,layer,weight,label
6875,EDGE,add,"ny:900,8176:12,1",,"px:900,8176:12,1","px:900,8176:12,2",next-y,1,
6876,NODE,add,"px:900,8176:13,2",pixel,,,,0.5333333333333333,"221,34,153"
6877,EDGE,add,"nx:900,8176:12,2",,"px:900,8176:12,2","px:900,8176:13,2",next-x,1,
6878,EDGE,add,"ny:900,8176:13,1",,"px:900,8176:13,1","px:900,8176:13,2",next-y,1,
6879,NODE,add,"px:900,8176:14,2",pixel,,,,0.5228758169934641,"238,34,128"
6880,EDGE,add,"nx:900,8176:13,2",,"px:900,8176:13,2","px:900,8176:14,2",next-x,1,
6881,EDGE,add,"ny:900,8176:14,1",,"px:900,8176:14,1","px:900,8176:14,2",next-y,1,
6882,NODE,add,"px:900,8176:15,2",pixel,,,,0.5124183006535947,"255,34,103"
6883,EDGE,add,"nx:900,8176:14,2",,"px:900,8176:14,2","px:900,8176:15,2",next-x,1,
6884,EDGE,add,"ny:900,8176:15,1",,"px:900,8176:15,1","px:900,8176:15,2",next-y,1,
6885,NODE,add,"px:900,8176:0,3",pixel,,,,0.32679738562091504,"0,51,199"
6886,EDGE,add,"ny:900,8176:0,2",,"px:900,8176:0,2","px:900,8176:0,3",next-y,1,
6887,NODE,add,"px:900,8176:1,3",pixel,,,,0.3738562091503268,"17,51,218"
6888,EDGE,add,"nx:900,8176:0,3",,"px:900,8176:0,3","px:900,8176:1,3",next-x,1,
6889,EDGE,add,"ny:900,8176:1,2",,"px:900,8176:1,2","px:900,8176:1,3",next-y,1,
6890,NODE,add,"px:900,8176:2,3",pixel,,,,0.41699346405228754,"34,51,234"
6891,EDGE,add,"nx:900,8176:1,3",,"px:900,8176:1,3","px:900,8176:2,3",next-x,1,
6892,EDGE,add,"ny:900,8176:2,2",,"px:900,8176:2,2","px:900,8176:2,3",next-y,1,
6893,NODE,add,"px:900,8176:3,3",pixel,,,,0.45359477124183006,"51,51,245"
6894,EDGE,add,"nx:900,8176:2,3",,"px:900,8176:2,3","px:900,8176:3,3",next-x,1,
6895,EDGE,add,"ny:900,8176:3,2",,"px:900,8176:3,2","px:900,8176:3,3",next-y,1,
6896,NODE,add,"px:900,8176:4,3",pixel,,,,0.48627450980392156,"68,51,253"
6897,EDGE,add,"nx:900,8176:3,3",,"px:900,8176:3,3","px:900,8176:4,3",next-x,1,
6898,EDGE,add,"ny:900,8176:4,2",,"px:900,8176:4,2","px:900,8176:4,3",next-y,1,
6899,NODE,add,"px:900,8176:5,3",pixel,,,,0.5111111111111112,"85,51,255"
6900,EDGE,add,"nx:900,8176:4,3",,"px:900,8176:4,3","px:900,8176:5,3",next-x,1,
6901,EDGE,add,"ny:900,8176:5,2",,"px:900,8176:5,2","px:900,8176:5,3",next-y,1,
6902,NODE,add,"px:900,8176:6,3",pixel,,,,0.530718954248366,"102,51,253"
6903,EDGE,add,"nx:900,8176:5,3",,"px:900,8176:5,3","px:900,8176:6,3",next-x,1,
6904,EDGE,add,"ny:900,8176:6,2",,"px:900,8176:6,2","px:900,8176:6,3",next-y,1,
6905,NODE,add,"px:900,8176:7,3",pixel,,,,0.542483660130719,"119,51,245"
6906,EDGE,add,"nx:900,8176:6,3",,"px:900,8176:6,3","px:900,8176:7,3",next-x,1,
6907,EDGE,add,"ny:900,8176:7,2",,"px:900,8176:7,2","px:900,8176:7,3",next-y,1,
6908,NODE,add,"px:900,8176:8,3",pixel,,,,0.550326797385621,"136,51,234"
6909,EDGE,add,"nx:900,8176:7,3",,"px:900,8176:7,3","px:900,8176:8,3",next-x,1,
6910,EDGE,add,"ny:900,8176:8,2",,"px:900,8176:8,2","px:900,8176:8,3",next-y,1,
6911,NODE,add,"px:900,8176:9,3",pixel,,,,0.5516339869281045,"153,51,218"
6912,EDGE,add,"nx:900,8176:8,3",,"px:900,8176:8,3","px:900,8176:9,3",next-x,1,
6913,EDGE,add,"ny:900,8176:9,2",,"px:900,8176:9,2","px:900,8176:9,3",next-y,1,
6914,NODE,add,"px:900,8176:10,3",pixel,,,,0.5490196078431373,"170,51,199"
6915,EDGE,add,"nx:900,8176:9,3",,"px:900,8176:9,3","px:900,8176:10,3",next-x,1,
6916,EDGE,add,"ny:900,8176:10,2",,"px:900,8176:10,2","px:900,8176:10,3",next-y,1,
6917,NODE,add,"px:900,8176:11,3",pixel,,,,0.542483660130719,"187,51,177"
6918,EDGE,add,"nx:900,8176:10,3",,"px:900,8176:10,3","px:900,8176:11,3",next-x,1,
6919,EDGE,add,"ny:900,8176:11,2",,"px:900,8176:11,2","px:900,8176:11,3",next-y,1,
6920,NODE,add,"px:900,8176:12,3",pixel,,,,0.5333333333333333,"204,51,153"
6921,EDGE,add,"nx:900,8176:11,3",,"px:900,8176:11,3","px:900,8176:12,3",next-x,1,
6922,EDGE,add,"ny:900,8176:12,2",,"px:900,8176:12,2","px:900,8176:12,3",next-y,1,
6923,NODE,add,"px:900,8176:13,3",pixel,,,,0.5228758169934641,"221,51,128"
6924,EDGE,add,"nx:900,8176:12,3",,"px:900,8176:12,3","px:900,8176:13,3",next-x,1,
6925,EDGE,add,"ny:900,8176:13,2",,"px:900,8176:13,2","px:900,8176:13,3",next-y,1,
6926,NODE,add,"px:900,8176:14,3",pixel,,,,0.5124183006535947,"238,51,103"
6927,EDGE,add,"nx:900,8176:13,3",,"px:900,8176:13,3","px:900,8176:14,3",next-x,1,
6928,EDGE,add,"ny:900,8176:14,2",,"px:900,8176:14,2","px:900,8176:14,3",next-y,1,
6929,NODE,add,"px:900,8176:15,3",pixel,,,,0.5032679738562091,"255,51,79"
6930,EDGE,add,"nx:900,8176:14,3",,"px:900,8176:14,3","px:900,8176:15,3",next-x,1,
6931,EDGE,add,"ny:900,8176:15,2",,"px:900,8176:15,2","px:900,8176:15,3",next-y,1,
6932,NODE,add,"px:900,8176:0,4",pixel,,,,0.3738562091503268,"0,68,218"
6933,EDGE,add,"ny:900,8176:0,3",,"px:900,8176:0,3","px:900,8176:0,4",next-y,1,
6934,NODE,add,"px:900,8176:1,4",pixel,,,,0.41699346405228754,"17,68,234"
6935,EDGE,add,"nx:900,8176:0,4",,"px:900,8176:0,4","px:900,8176:1,4",next-x,1,
6936,EDGE,add,"ny:900,8176:1,3",,"px:900,8176:1,3","px:900,8176:1,4",next-y,1,
6937,NODE,add,"px:900,8176:2,4",pixel,,,,0.45359477124183006,"34,68,245"
6938,EDGE,add,"nx:900,8176:1,4",,"px:900,8176:1,4","px:900,8176:2,4",next-x,1,
6939,EDGE,add,"ny:900,8176:2,3",,"px:900,8176:2,3","px:900,8176:2,4",next-y,1,
6940,NODE,add,"px:900,8176:3,4",pixel,,,,0.48627450980392156,"51,68,253"
6941,EDGE,add,"nx:900,8176:2,4",,"px:900,8176:2,4","px:900,8176:3,4",next-x,1,
6942,EDGE,add,"ny:900,8176:3,3",,"px:900,8176:3,3","px:900,8176:3,4",next-y,1,
6943,NODE,add,"px:900,8176:4,4",pixel,,,,0.5111111111111112,"68,68,255"
6944,EDGE,add,"nx:900,8176:3,4",,"px:900,8176:3,4","px:900,8176:4,4",next-x,1,
6945,EDGE,add,"ny:900,8176:4,3",,"px:900,8176:4,3","px:900,8176:4,4",next-y,1,
6946,NODE,add,"px:900,8176:5,4",pixel,,,,0.530718954248366,"85,68,253"
6947,EDGE,add,"nx:900,8176:4,4",,"px:900,8176:4,4","px:900,8176:5,4",next-x,1,
6948,EDGE,add,"ny:900,8176:5,3",,"px:900,8176:5,3","px:900,8176:5,4",next-y,1,
6949,NODE,add,"px:900,8176:6,4",pixel,,,,0.542483660130719,"102,68,245"
6950,EDGE,add,"nx:900,8176:5,4",,"px:900,8176:5,4","px:900,8176:6,4",next-x,1,
6951,EDGE,add,"ny:900,8176:6,3",,"px:900,8176:6,3","px:900,8176:6,4",next-y,1,
6952,NODE,add,"px:900,8176:7,4",pixel,,,,0.550326797385621,"119,68,234"
6953,EDGE,add,"nx:900,8176:6,4",,"px:900,8176:6,4","px:900,8176:7,4",next-x,1,
6954,EDGE,add,"ny:900,8176:7,3",,"px:900,8176:7,3","px:900,8176:7,4",next-y,1,
6955,NODE,add,"px:900,8176:8,4",pixel,,,,0.5516339869281045,"136,68,218"
6956,EDGE,add,"nx:900,8176:7,4",,"px:900,8176:7,4","px:900,8176:8,4",next-x,1,
6957,EDGE,add,"ny:900,8176:8,3",,"px:900,8176:8,3","px:900,8176:8,4",next-y,1,
6958,NODE,add,"px:900,8176:9,4",pixel,,,,0.5490196078431373,"153,68,199"
6959,EDGE,add,"nx:900,8176:8,4",,"px:900,8176:8,4","px:900,8176:9,4",next-x,1,
6960,EDGE,add,"ny:900,8176:9,3",,"px:900,8176:9,3","px:900,8176:9,4",next-y,1,
6961,NODE,add,"px:900,8176:10,4",pixel,,,,0.542483660130719,"170,68,177"
6962,EDGE,add,"nx:900,8176:9,4",,"px:900,8176:9,4","px:900,8176:10,4",next-x,1,
6963,EDGE,add,"ny:900,8176:10,3",,"px:900,8176:10,3","px:900,8176:10,4",next-y,1,
6964,NODE,add,"px:900,8176:11,4",pixel,,,,0.5333333333333333,"187,68,153"
6965,EDGE,add,"nx:900,8176:10,4",,"px:900,8176:10,4","px:900,8176:11,4",next-x,1,
6966,EDGE,add,"ny:900,8176:11,3",,"px:900,8176:11,3","px:900,8176:11,4",next-y,1,
6967,NODE,add,"px:900,8176:12,4",pixel,,,,0.5228758169934641,"204,68,128"
6968,EDGE,add,"nx:900,8176:11,4",,"px:900,8176:11,4","px:900,8176:12,4",next-x,1,
6969,EDGE,add,"ny:900,8176:12,3",,"px:900,8176:12,3","px:900,8176:12,4",next-y,1,
6970,NODE,add,"px:900,8176:13,4",pixel,,,,0.5124183006535947,"221,68,103"
6971,EDGE,add,"nx:900,8176:12,4",,"px:900,8176:12,4","px:900,8176:13,4",next-x,1,
6972,EDGE,add,"ny:900,8176:13,3",,"px:900,8176:13,3","px:900,8176:13,4",next-y,1,
6973,NODE,add,"px:900,8176:14,4",pixel,,,,0.5032679738562091,"238,68,79"
6974,EDGE,add,"nx:900,8176:13,4",,"px:900,8176:13,4","px:900,8176:14,4",next-x,1,
6975,EDGE,add,"ny:900,8176:14,3",,"px:900,8176:14,3","px:900,8176:14,4",next-y,1,
6976,NODE,add,"px:900,8176:15,4",pixel,,,,0.49673202614379086,"255,68,57"
6977,EDGE,add,"nx:900,8176:14,4",,"px:900,8176:14,4","px:900,8176:15,4",next-x,1,
6978,EDGE,add,"ny:900,8176:15,3",,"px:900,8176:15,3","px:900,8176:15,4",next-y,1,
6979,NODE,add,"px:900,8176:0,5",pixel,,,,0.41699346405228754,"0,85,234"
6980,EDGE,add,"ny:900,8176:0,4",,"px:900,8176:0,4","px:900,8176:0,5",next-y,1,
6981,NODE,add,"px:900,8176:1,5",pixel,,,,0.45359477124183006,"17,85,245"
6982,EDGE,add,"nx:900,8176:0,5",,"px:900,8176:0,5","px:900,8176:1,5",next-x,1,
6983,EDGE,add,"ny:900,8176:1,4",,"px:900,8176:1,4","px:900,8176:1,5",next-y,1,
6984,NODE,add,"px:900,8176:2,5",pixel,,,,0.48627450980392156,"34,85,253"
6985,EDGE,add,"nx:900,8176:1,5",,"px:900,8176:1,5","px:900,8176:2,5",next-x,1,
6986,EDGE,add,"ny:900,8176:2,4",,"px:900,8176:2,4","px:900,8176:2,5",next-y,1,
6987,NODE,add,"px:900,8176:3,5",pixel,,,,0.5111111111111112,"51,85,255"
6988,EDGE,add,"nx:900,8176:2,5",,"px:900,8176:2,5","px:900,8176:3,5",next-x,1,
6989,EDGE,add,"ny:900,8176:3,4",,"px:900,8176:3,4","px:900,8176:3,5",next-y,1,
6990,NODE,add,"px:900,8176:4,5",pixel,,,,0.530718954248366,"68,85,253"
6991,EDGE,add,"nx:900,8176:3,5",,"px:900,8176:3,5","px:900,8176:4,5",next-x,1,
6992,EDGE,add,"ny:900,8176:4,4",,"px:900,8176:4,4","px:900,8176:4,5",next-y,1,
6993,NODE,add,"px:900,8176:5,5",pixel,,,,0.542483660130719,"85,85,245"
6994,EDGE,add,"nx:900,8176:4,5",,"px:900,8176:4,5","px:900,8176:5,5",next-x,1,
6995,EDGE,add,"ny:900,8176:5,4",,"px:900,8176:5,4","px:900,8176:5,5",next-y,1,
6996,NODE,add,"px:900,8176:6,5",pixel,,,,0.550326797385621,"102,85,234"
6997,EDGE,add,"nx:900,8176:5,5",,"px:900,8176:5,5","px:900,8176:6,5",next-x,1,
6998,EDGE,add,"ny:900,8176:6,4",,"px:900,8176:6,4","px:900,8176:6,5",next-y,1,
6999,NODE,add,"px:900,8176:7,5",pixel,,,,0.5516339869281045,"119,85,218"
7000,EDGE,add,"nx:900,8176:6,5",,"px:900,8176:6,5","px:900,8176:7,5",next-x,1,
7001,EDGE,add,"ny:900,8176:7,4",,"px:900,8176:7,4","px:900,8176:7,5",next-y,1,
7002,NODE,add,"px:900,8176:8,5",pixel,,,,0.5490196078431373,"136,85,199"
7003,EDGE,add,"nx:900,8176:7,5",,"px:900,8176:7,5","px:900,8176:8,5",next-x,1,
7004,EDGE,add,"ny:900,8176:8,4",,"px:900,8176:8,4","px:900,8176:8,5",next-y,1,
7005,NODE,add,"px:900,8176:9,5",pixel,,,,0.542483660130719,"153,85,177"
7006,EDGE,add,"nx:900,8176:8,5",,"px:900,8176:8,5","px:900,8176:9,5",next-x,1,
7007,EDGE,add,"ny:900,8176:9,4",,"px:900,8176:9,4","px:900,8176:9,5",next-y,1,
7008,NODE,add,"px:900,8176:10,5",pixel,,,,0.5333333333333333,"170,85,153"
7009,EDGE,add,"nx:900,8176:9,5",,"px:900,8176:9,5","px:900,8176:10,5",next-x,1,
7010,EDGE,add,"ny:900,8176:10,4",,"px:900,8176:10,4","px:900,8176:10,5",next-y,1,
7011,NODE,add,"px:900,8176:11,5",pixel,,,,0.5228758169934641,"187,85,128"
7012,EDGE,add,"nx:900,8176:10,5",,"px:900,8176:10,5","px:900,8176:11,5",next-x,1,
7013,EDGE,add,"ny:900,8176:11,4",,"px:900,8176:11,4","px:900,8176:11,5",next-y,1,
7014,NODE,add,"px:900,8176:12,5",pixel,,,,0.5124183006535947,"204,85,103"
7015,EDGE,add,"nx:900,8176:11,5",,"px:900,8176:11,5","px:900,8176:12,5",next-x,1,
7016,EDGE,add,"ny:900,8176:12,4",,"px:900,8176:12,4","px:900,8176:12,5",next-y,1,
7017,NODE,add,"px:900,8176:13,5",pixel,,,,0.5032679738562091,"221,85,79"
7018,EDGE,add,"nx:900,8176:12,5",,"px:900,8176:12,5","px:900,8176:13,5",next-x,1,
7019,EDGE,add,"ny:900,8176:13,4",,"px:900,8176:13,4","px:900,8176:13,5",next-y,1,
7020,NODE,add,"px:900,8176:14,5",pixel,,,,0.49673202614379086,"238,85,57"
7021,EDGE,add,"nx:900,8176:13,5",,"px:900,8176:13,5","px:900,8176:14,5",next-x,1,
7022,EDGE,add,"ny:900,8176:14,4",,"px:900,8176:14,4","px:900,8176:14,5",next-y,1,
7023,NODE,add,"px:900,8176:15,5",pixel,,,,0.49411764705882355,"255,85,38"
7024,EDGE,add,"nx:900,8176:14,5",,"px:900,8176:14,5","px:900,8176:15,5",next-x,1,
7025,EDGE,add,"ny:900,8176:15,4",,"px:900,8176:15,4","px:900,8176:15,5",next-y,1,
7026,NODE,add,"px:900,8176:0,6",pixel,,,,0.45359477124183006,"0,102,245"
7027,EDGE,add,"ny:900,8176:0,5",,"px:900,8176:0,5","px:900,8176:0,6",next-y,1,
7028,NODE,add,"px:900,8176:1,6",pixel,,,,0.48627450980392156,"17,102,253"
7029,EDGE,add,"nx:900,8176:0,6",,"px:900,8176:0,6","px:900,8176:1,6",next-x,1,
7030,EDGE,add,"ny:900,8176:1,5",,"px:900,8176:1,5","px:900,8176:1,6",next-y,1,
7031,NODE,add,"px:900,8176:2,6",pixel,,,,0.5111111111111112,"34,102,255"
7032,EDGE,add,"nx:900,8176:1,6",,"px:900,8176:1,6","px:900,8176:2,6",next-x,1,
7033,EDGE,add,"ny:900,8176:2,5",,"px:900,8176:2,5","px:900,8176:2,6",next-y,1,
7034,NODE,add,"px:900,8176:3,6",pixel,,,,0.530718954248366,"51,102,253"
7035,EDGE,add,"nx:900,8176:2,6",,"px:900,8176:2,6","px:900,8176:3,6",next-x,1,
7036,EDGE,add,"ny:900,8176:3,5",,"px:900,8176:3,5","px:900,8176:3,6",next-y,1,
7037,NODE,add,"px:900,8176:4,6",pixel,,,,0.542483660130719,"68,102,245"
7038,EDGE,add,"nx:900,8176:3,6",,"px:900,8176:3,6","px:900,8176:4,6",next-x,1,
7039,EDGE,add,"ny:900,8176:4,5",,"px:900,8176:4,5","px:900,8176:4,6",next-y,1,
7040,NODE,add,"px:900,8176:5,6",pixel,,,,0.550326797385621,"85,102,234"
7041,EDGE,add,"nx:900,8176:4,6",,"px:900,8176:4,6","px:900,8176:5,6",next-x,1,
7042,EDGE,add,"ny:900,8176:5,5",,"px:900,8176:5,5","px:900,8176:5,6",next-y,1,
7043,NODE,add,"px:900,8176:6,6",pixel,,,,0.5516339869281045,"102,102,218"
7044,EDGE,add,"nx:900,8176:5,6",,"px:900,8176:5,6","px:900,8176:6,6",next-x,1,
7045,EDGE,add,"ny:900,8176:6,5",,"px:900,8176:6,5","px:900,8176:6,6",next-y,1,
7046,NODE,add,"px:900,8176:7,6",pixel,,,,0.5490196078431373,"119,102,199"
7047,EDGE,add,"nx:900,8176:6,6",,"px:900,8176:6,6","px:900,8176:7,6",next-x,1,
7048,EDGE,add,"ny:900,8176:7,5",,"px:900,8176:7,5","px:900,8176:7,6",next-y,1,
7049,NODE,add,"px:900,8176:8,6",pixel,,,,0.542483660130719,"136,102,177"
7050,EDGE,add,"nx:900,8176:7,6",,"px:900,8176:7,6","px:900,8176:8,6",next-x,1,
7051,EDGE,add,"ny:900,8176:8,5",,"px:900,8176:8,5","px:900,8176:8,6",next-y,1,
7052,NODE,add,"px:900,8176:9,6",pixel,,,,0.5333333333333333,"153,102,153"
7053,EDGE,add,"nx:900,8176:8,6",,"px:900,8176:8,6","px:900,8176:9,6",next-x,1,
7054,EDGE,add,"ny:900,8176:9,5",,"px:900,8176:9,5","px:900,8176:9,6",next-y,1,
7055,NODE,add,"px:900,8176:10,6",pixel,,,,0.5228758169934641,"170,102,128"
7056,EDGE,add,"nx:900,8176:9,6",,"px:900,8176:9,6","px:900,8176:10,6",next-x,1,
7057,EDGE,add,"ny:900,8176:10,5",,"px:900,8176:10,5","px:900,8176:10,6",next-y,1,
7058,NODE,add,"px:900,8176:11,6",pixel,,,,0.5124183006535947,"187,102,103"
7059,EDGE,add,"nx:900,8176:10,6",,"px:900,8176:10,6","px:900,8176:11,6",next-x,1,
7060,EDGE,add,"ny:900,8176:11,5",,"px:900,8176:11,5","px:900,8176:11,6",next-y,1,
7061,NODE,add,"px:900,8176:12,6",pixel,,,,0.5032679738562091,"204,102,79"
7062,EDGE,add,"nx:900,8176:11,6",,"px:900,8176:11,6","px:900,8176:12,6",next-x,1,
7063,EDGE,add,"ny:900,8176:12,5",,"px:900,8176:12,5","px:900,8176:12,6",next-y,1,
7064,NODE,add,"px:900,8176:13,6",pixel,,,,0.49673202614379086,"221,102,57"
7065,EDGE,add,"nx:900,8176:12,6",,"px:900,8176:12,6","px:900,8176:13,6",next-x,1,
7066,EDGE,add,"ny:900,8176:13,5",,"px:900,8176:13,5","px:900,8176:13,6",next-y,1,
7067,NODE,add,"px:900,8176:14,6",pixel,,,,0.49411764705882355,"238,102,38"
7068,EDGE,add,"nx:900,8176:13,6",,"px:900,8176:13,6","px:900,8176:14,6",next-x,1,
7069,EDGE,add,"ny:900,8176:14,5",,"px:900,8176:14,5","px:900,8176:14,6",next-y,1,
7070,NODE,add,"px:900,8176:15,6",pixel,,,,0.49542483660130715,"255,102,22"
7071,EDGE,add,"nx:900,8176:14,6",,"px:900,8176:14,6","px:900,8176:15,6",next-x,1,
7072,EDGE,add,"ny:900,8176:15,5",,"px:900,8176:15,5","px:900,8176:15,6",next-y,1,
7073,NODE,add,"px:900,8176:0,7",pixel,,,,0.48627450980392156,"0,119,253"
7074,EDGE,add,"ny:900,8176:0,6",,"px:900,8176:0,6","px:900,8176:0,7",next-y,1,
7075,NODE,add,"px:900,8176:1,7",pixel,,,,0.5111111111111112,"17,119,255"
7076,EDGE,add,"nx:900,8176:0,7",,"px:900,8176:0,7","px:900,8176:1,7",next-x,1,
7077,EDGE,add,"ny:900,8176:1,6",,"px:900,8176:1,6","px:900,8176:1,7",next-y,1,
7078,NODE,add,"px:900,8176:2,7",pixel,,,,0.530718954248366,"34,119,253"
7079,EDGE,add,"nx:900,8176:1,7",,"px:900,8176:1,7","px:900,8176:2,7",next-x,1,
7080,EDGE,add,"ny:900,8176:2,6",,"px:900,8176:2,6","px:900,8176:2,7",next-y,1,
7081,NODE,add,"px:900,8176:3,7",pixel,,,,0.542483660130719,"51,119,245"
7082,EDGE,add,"nx:900,8176:2,7",,"px:900,8176:2,7","px:900,8176:3,7",next-x,1,
7083,EDGE,add,"ny:900,8176:3,6",,"px:900,8176:3,6","px:900,8176:3,7",next-y,1,
7084,NODE,add,"px:900,8176:4,7",pixel,,,,0.550326797385621,"68,119,234"
7085,EDGE,add,"nx:900,8176:3,7",,"px:900,8176:3,7","px:900,8176:4,7",next-x,1,
7086,EDGE,add,"ny:900,8176:4,6",,"px:900,8176:4,6","px:900,8176:4,7",next-y,1,
7087,NODE,add,"px:900,8176:5,7",pixel,,,,0.5516339869281045,"85,119,218"
7088,EDGE,add,"nx:900,8176:4,7",,"px:900,8176:4,7","px:900,8176:5,7",next-x,1,
7089,EDGE,add,"ny:900,8176:5,6",,"px:900,8176:5,6","px:900,8176:5,7",next-y,1,
7090,NODE,add,"px:900,8176:6,7",pixel,,,,0.5490196078431373,"102,119,199"
7091,EDGE,add,"nx:900,8176:5,7",,"px:900,8176:5,7","px:900,8176:6,7",next-x,1,
7092,EDGE,add,"ny:900,8176:6,6",,"px:900,8176:6,6","px:900,8176:6,7",next-y,1,
7093,NODE,add,"px:900,8176:7,7",pixel,,,,0.542483660130719,"119,119,177"
7094,EDGE,add,"nx:900,8176:6,7",,"px:900,8176:6,7","px:900,8176:7,7",next-x,1,
7095,EDGE,add,"ny:900,8176:7,6",,"px:900,8176:7,6","px:900,8176:7,7",next-y,1,
7096,NODE,add,"px:900,8176:8,7",pixel,,,,0.5333333333333333,"136,119,153"
7097,EDGE,add,"nx:900,8176:7,7",,"px:900,8176:7,7","px:900,8176:8,7",next-x,1,
7098,EDGE,add,"ny:900,8176:8,6",,"px:900,8176:8,6","px:900,8176:8,7",next-y,1,
7099,NODE,add,"px:900,8176:9,7",pixel,,,,0.5228758169934641,"153,119,128"
7100,EDGE,add,"nx:900,8176:8,7",,"px:900,8176:8,7","px:900,8176:9,7",next-x,1,
7101,EDGE,add,"ny:900,8176:9,6",,"px:900,8176:9,6","px:900,8176:9,7",next-y,1,
7102,NODE,add,"px:900,8176:10,7",pixel,,,,0.5124183006535947,"170,119,103"
7103,EDGE,add,"nx:900,8176:9,7",,"px:900,8176:9,7","px:900,8176:10,7",next-x,1,
7104,EDGE,add,"ny:900,8176:10,6",,"px:900,8176:10,6","px:900,8176:10,7",next-y,1,
7105,NODE,add,"px:900,8176:11,7",pixel,,,,0.5032679738562091,"187,119,79"
7106,EDGE,add,"nx:900,8176:10,7",,"px:900,8176:10,7","px:900,8176:11,7",next-x,1,
7107,EDGE,add,"ny:900,8176:11,6",,"px:900,8176:11,6","px:900,8176:11,7",next-y,1,
7108,NODE,add,"px:900,8176:12,7",pixel,,,,0.49673202614379086,"204,119,57"
7109,EDGE,add,"nx:900,8176:11,7",,"px:900,8176:11,7","px:900,8176:12,7",next-x,1,
7110,EDGE,add,"ny:900,8176:12,6",,"px:900,8176:12,6","px:900,8176:12,7",next-y,1,
7111,NODE,add,"px:900,8176:13,7",pixel,,,,0.49411764705882355,"221,119,38"
7112,EDGE,add,"nx:900,8176:12,7",,"px:900,8176:12,7","px:900,8176:13,7",next-x,1,
7113,EDGE,add,"ny:900,8176:13,6",,"px:900,8176:13,6","px:900,8176:13,7",next-y,1,
7114,NODE,add,"px:900,8176:14,7",pixel,,,,0.49542483660130715,"238,119,22"
7115,EDGE,add,"nx:900,8176:13,7",,"px:900,8176:13,7","px:900,8176:14,7",next-x,1,
7116,EDGE,add,"ny:900,8176:14,6",,"px:900,8176:14,6","px:900,8176:14,7",next-y,1,
7117,NODE,add,"px:900,8176:15,7",pixel,,,,0.5032679738562091,"255,119,11"
7118,EDGE,add,"nx:900,8176:14,7",,"px:900,8176:14,7","px:900,8176:15,7",next-x,1,
7119,EDGE,add,"ny:900,8176:15,6",,"px:900,8176:15,6","px:900,8176:15,7",next-y,1,
7120,NODE,add,"px:900,8176:0,8",pixel,,,,0.5111111111111112,"0,136,255"
7121,EDGE,add,"ny:900,8176:0,7",,"px:900,8176:0,7","px:900,8176:0,8",next-y,1,
7122,NODE,add,"px:900,8176:1,8",pixel,,,,0.530718954248366,"17,136,253"
7123,EDGE,add,"nx:900,8176:0,8",,"px:900,8176:0,8","px:900,8176:1,8",next-x,1,
7124,EDGE,add,"ny:900,8176:1,7",,"px:900,8176:1,7","px:900,8176:1,8",next-y,1,
7125,NODE,add,"px:900,8176:2,8",pixel,,,,0.542483660130719,"34,136,245"
7126,EDGE,add,"nx:900,8176:1,8",,"px:900,8176:1,8","px:900,8176:2,8",next-x,1,
7127,EDGE,add,"ny:900,8176:2,7",,"px:900,8176:2,7","px:900,8176:2,8",next-y,1,
7128,NODE,add,"px:900,8176:3,8",pixel,,,,0.550326797385621,"51,136,234"
7129,EDGE,add,"nx:900,8176:2,8",,"px:900,8176:2,8","px:900,8176:3,8",next-x,1,
7130,EDGE,add,"ny:900,8176:3,7",,"px:900,8176:3,7","px:900,8176:3,8",next-y,1,
7131,NODE,add,"px:900,8176:4,8",pixel,,,,0.5516339869281045,"68,136,218"
7132,EDGE,add,"nx:900,8176:3,8",,"px:900,8176:3,8","px:900,8176:4,8",next-x,1,
7133,EDGE,add,"ny:900,8176:4,7",,"px:900,8176:4,7","px:900,8176:4,8",next-y,1,
7134,NODE,add,"px:900,8176:5,8",pixel,,,,0.5490196078431373,"85,136,199"
7135,EDGE,add,"nx:900,8176:4,8",,"px:900,8176:4,8","px:900,8176:5,8",next-x,1,
7136,EDGE,add,"ny:900,8176:5,7",,"px:900,8176:5,7","px:900,8176:5,8",next-y,1,
7137,NODE,add,"px:900,8176:6,8",pixel,,,,0.542483660130719,"102,136,177"
7138,EDGE,add,"nx:900,8176:5,8",,"px:900,8176:5,8","px:900,8176:6,8",next-x,1,
7139,EDGE,add,"ny:900,8176:6,7",,"px:900,8176:6,7","px:900,8176:6,8",next-y,1,
7140,NODE,add,"px:900,8176:7,8",pixel,,,,0.5333333333333333,"119,136,153"
7141,EDGE,add,"nx:900,8176:6,8",,"px:900,8176:6,8","px:900,8176:7,8",next-x,1,
7142,EDGE,add,"ny:900,8176:7,7",,"px:900,8176:7,7","px:900,8176:7,8",next-y,1,
7143,NODE,add,"px:900,8176:8,8",pixel,,,,0.5228758169934641,"136,136,128"
7144,EDGE,add,"nx:900,8176:7,8",,"px:900,8176:7,8","px:900,8176:8,8",next-x,1,
7145,EDGE,add,"ny:900,8176:8,7",,"px:900,8176:8,7","px:900,8176:8,8",next-y,1,
7146,NODE,add,"px:900,8176:9,8",pixel,,,,0.5124183006535947,"153,136,103"
7147,EDGE,add,"nx:900,8176:8,8",,"px:900,8176:8,8","px:900,8176:9,8",next-x,1,
7148,EDGE,add,"ny:900,8176:9,7",,"px:900,8176:9,7","px:900,8176:9,8",next-y,1,
